driving_style,avg_speed,min_speed,max_speed,max_acceleration,max_deceleration,max_steering,max_steering_diff,min_acc_pedal,max_acc_pedal,quantile_0.25_acc_pedal,median_acc_pedal,quantile_0.75_acc_pedal,min_brake_pedal,max_brake_pedal,quantile_0.25_brake_pedal,median_brake_pedal,quantile_0.75_brake_pedal
fast,13.207010419368745,5.978363037109375,19.93354034423828,0.24316394329071045,-0.13751327991485596,0.8039979338645935,0.24316394329071045,0.0,1.0,0.0,0.843745231628418,1.0,0.0,0.0,0.0,0.0,0.0
fast,14.489506101608276,5.978363037109375,19.93354034423828,0.24316394329071045,-0.13751327991485596,0.8039979338645935,0.24316394329071045,0.0,1.0,0.3729972243309021,0.843745231628418,1.0,0.0,0.0,0.3729972243309021,0.0,0.0
fast,15.809873437086742,5.979660511016846,19.93354034423828,0.24316394329071045,-0.13751327991485596,0.8039979338645935,0.24316394329071045,0.0,1.0,0.452360600233078,0.843745231628418,1.0,0.0,0.0,0.452360600233078,0.0,0.0
fast,17.03147360165914,8.75804615020752,19.93354034423828,0.24316394329071045,-0.12361812591552734,0.8039979338645935,0.24316394329071045,0.0,1.0,0.452360600233078,0.6894589066505432,1.0,0.0,0.0,0.452360600233078,0.0,0.0
fast,17.937300333976747,11.705761909484863,19.93354034423828,0.24316394329071045,-0.12361812591552734,0.8039979338645935,0.24316394329071045,0.0,1.0,0.4245887696743011,0.5312509536743164,0.8749961853027344,0.0,0.0,0.4245887696743011,0.0,0.0
fast,18.684788252512615,13.15842342376709,19.93354034423828,0.24316394329071045,-0.05701771378517151,0.8039979338645935,0.24316394329071045,0.0,1.0,0.4483931958675384,0.578127384185791,0.8476516008377075,0.0,0.0,0.4483931958675384,0.0,0.0
fast,19.256985745429994,15.630375862121582,20.200958251953125,0.0505493339151143,-0.0407269485294819,0.5095660090446472,0.0505493339151143,0.0,1.0,0.4404583871364593,0.5527359843254089,0.7617114782333374,0.0,0.0,0.4404583871364593,0.0,0.0
fast,19.55944592475891,18.330368041992188,20.200958251953125,0.02036347985267639,-0.0407269485294819,0.5095660090446472,0.0407269485294819,0.0,1.0,0.3729972243309021,0.4960173368453979,0.7080141603946686,0.0,0.0,0.3729972243309021,0.0,0.0
fast,19.618884194691976,19.253454208374023,20.200958251953125,0.02036347985267639,-0.03258156776428231,0.4683599472045898,0.03258156776428231,0.0,0.8749961853027344,0.2460249662399292,0.452360600233078,0.5820337533950806,0.0,0.0,0.2460249662399292,0.0,0.0
fast,19.56234152475993,19.156757354736328,20.200958251953125,0.01868647336959839,-0.03258156776428231,0.4683599472045898,0.03258156776428231,0.0,0.7695242166519165,0.24007385969161982,0.4285561740398407,0.5625019073486328,0.0,0.0,0.24007385969161982,0.0,0.0
fast,19.569725014368693,19.156757354736328,20.35422134399414,0.01868647336959839,-0.026352733373641996,0.4683599472045898,0.026352733373641996,0.0,1.0,0.2460249662399292,0.452360600233078,0.613284707069397,0.0,0.0,0.2460249662399292,0.0,0.0
fast,19.73055005391439,19.156757354736328,21.340848922729492,0.009103670716285699,-0.026352733373641996,0.4683599472045898,0.026352733373641996,0.0,1.0,0.2460249662399292,0.5234382152557373,0.7617114782333374,0.0,0.0,0.2460249662399292,0.0,0.0
fast,19.87927563560626,19.156757354736328,21.340848922729492,0.009103670716285699,-0.026352733373641996,0.4477568864822387,0.026352733373641996,0.0,1.0,0.1964171230792999,0.452360600233078,0.7617114782333374,0.0,0.0,0.1964171230792999,0.0,0.0
fast,19.915181573232015,19.156757354736328,21.340848922729492,0.012697219848632812,-0.026352733373641996,0.4477568864822387,0.026352733373641996,0.0,1.0,0.1934415698051452,0.4087191224098205,0.7617114782333374,0.0,0.0,0.1934415698051452,0.0,0.0
fast,19.8998295434316,18.967567443847656,21.340848922729492,0.013895094394683838,-0.026352733373641996,0.4477568864822387,0.026352733373641996,0.0,1.0,0.1934415698051452,0.3690298199653625,0.7617114782333374,0.0,0.0,0.1934415698051452,0.0,0.0
fast,19.823376839955646,18.80986976623535,21.340848922729492,0.013895094394683838,-0.026352733373641996,0.4477568864822387,0.026352733373641996,0.0,1.0,0.1934415698051452,0.3452253937721252,0.6279335916042328,0.0,0.0,0.1934415698051452,0.0,0.0
