log_time,sim_time,speed,rpm,x,y,z,pitch,roll,steering,acc_pedal,brake_pedal,clutch_pedal
1765530424.043887,1765530424,0.0,1.6815581571897805e-42,0.0,0.0,0.019998665899038315,-0.007691643200814724,0.0,4.5403361320495605,0.0,0.0,0.0
1765530424.0598872,1765530424,0.0,1.6815581571897805e-42,0.0,0.0,0.019998665899038315,-0.007691643200814724,0.0,4.5403361320495605,0.0,0.0,0.0
1765530424.076888,1765530424,0.0,1.6815581571897805e-42,0.0,0.0,0.019998665899038315,-0.007691643200814724,0.0,4.5403361320495605,0.0,0.0,0.0
1765530424.0938888,1765530424,0.0,1.6815581571897805e-42,0.0,0.0,0.019998665899038315,-0.007691643200814724,0.0,4.5403361320495605,0.0,0.0,0.0
1765530424.1104453,1765530424,0.0,1.6815581571897805e-42,0.0,0.0,0.019998665899038315,-0.007691643200814724,0.0,4.5403361320495605,0.0,0.0,0.0
1765530424.127393,1765530424,0.0,1.6815581571897805e-42,0.0,0.0,0.019998665899038315,-0.007691643200814724,0.0,4.5403361320495605,0.0,0.0,0.0
1765530424.143392,1765530424,0.0,1.6815581571897805e-42,0.0,0.0,0.019998665899038315,-0.007691643200814724,0.0,4.5403361320495605,0.0,0.0,0.0
1765530424.163392,1765530424,0.0,1.6815581571897805e-42,0.0,0.0,0.019998665899038315,-0.007691643200814724,0.0,4.5403361320495605,0.0,0.0,0.0
1765530424.176392,1765530424,0.0,1.6815581571897805e-42,0.0,0.0,0.019998665899038315,-0.007691643200814724,0.0,4.5403361320495605,0.0,0.0,0.0
1765530424.1935554,1765530424,0.0,1.6815581571897805e-42,0.0,0.0,0.019998665899038315,-0.007691643200814724,0.0,4.5403361320495605,0.0,0.0,0.0
1765530424.2101502,1765530424,0.0,1.6815581571897805e-42,0.0,0.0,0.019998665899038315,-0.007691643200814724,0.0,4.5403361320495605,0.0,0.0,0.0
1765530424.2266557,1765530424,0.0,1.6815581571897805e-42,0.0,0.0,0.019998665899038315,-0.007691643200814724,0.0,4.5403361320495605,0.0,0.0,0.0
1765530424.2436557,1765530424,0.0,1.6815581571897805e-42,0.0,0.0,0.019998665899038315,-0.007691643200814724,0.0,4.5403361320495605,0.0,0.0,0.0
1765530424.2597883,1765530424,0.0,1.6815581571897805e-42,0.0,0.0,0.019998665899038315,-0.007691643200814724,0.0,4.5403361320495605,0.0,0.0,0.0
1765530424.2770357,1765530424,0.0,1.6815581571897805e-42,0.0,0.0,0.019998665899038315,-0.007691643200814724,0.0,4.5403361320495605,0.0,0.0,0.0
